Institute,Course,Branch/Subject,No. of seats,Course Duration (In Months),Examination Pattern,Annual Tuition Fees,Annual Total Fees,Eligibility Criteria,Additional Criteria,SII Institute Link
"National Institute of Technology, Uttarakhand",Bachelor of Technology (B.Tech),Civil Engineering,4,48,semester,USD 8000,USD 9200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",JEE Main with minimum Valid score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0303#Section2
"National Institute of Technology, Uttarakhand",Bachelor of Technology (B.Tech),Computer Science and Engineering,4,48,semester,USD 8000,USD 9200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",JEE Main with minimum Valid score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0303#Section2
"National Institute of Technology, Uttarakhand",Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,4,48,semester,USD 8000,USD 9200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",JEE Main with minimum Valid score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0303#Section2
"National Institute of Technology, Uttarakhand",Bachelor of Technology (B.Tech),Electronics and Communication Engineering,4,48,semester,USD 8000,USD 9200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",JEE Main with minimum Valid score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0303#Section2
"National Institute of Technology, Uttarakhand",Bachelor of Technology (B.Tech),Mechanical Engineering,4,48,semester,USD 8000,USD 9200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",JEE Main with minimum Valid score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0303#Section2
Pandit Deendayal Energy University (PDEU),Bachelor of Technology (B.Tech),Automobile Engineering,12,48,semester,USD 8200,USD 10100,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0182#Section2
Pandit Deendayal Energy University (PDEU),Bachelor of Technology (B.Tech),Chemical Engineering,24,48,semester,USD 8200,USD 8200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0182#Section2
Pandit Deendayal Energy University (PDEU),Bachelor of Technology (B.Tech),Civil Engineering,24,48,semester,USD 8200,USD 8200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0182#Section2
Pandit Deendayal Energy University (PDEU),Bachelor of Technology (B.Tech),Computer Engineering,60,48,semester,USD 8200,USD 8200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0182#Section2
Pandit Deendayal Energy University (PDEU),Bachelor of Technology (B.Tech),Electrical Engineering,24,48,semester,USD 8200,USD 8200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0182#Section2
Pandit Deendayal Energy University (PDEU),Bachelor of Technology (B.Tech),Electronics and Communication Engineering,12,48,semester,USD 8200,USD 10100,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0182#Section2
Pandit Deendayal Energy University (PDEU),Bachelor of Technology (B.Tech),Information and Communication Technology,24,48,semester,USD 8200,USD 8200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0182#Section2
Pandit Deendayal Energy University (PDEU),Bachelor of Technology (B.Tech),Mechanical Engineering,24,48,semester,USD 8200,USD 8200,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0182#Section2
Pandit Deendayal Energy University (PDEU),Bachelor of Technology (B.Tech),Petroleum Engineering,24,48,semester,USD 8200,USD 10100,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0182#Section2
Punjab Engineering College (Deemed to be University),Bachelor of Technology (B.Tech),Aerospace Engineering,5,48,semester,USD 8000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",SAT Level II with minimum 1800 score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-357#Section2
Punjab Engineering College (Deemed to be University),Bachelor of Technology (B.Tech),Civil Engineering,5,48,semester,USD 8000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",SAT Level II with minimum 1800 score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-357#Section2
Punjab Engineering College (Deemed to be University),Bachelor of Technology (B.Tech),Computer Science and Engineering,10,48,semester,USD 8000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",SAT Level II with minimum 1800 score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-357#Section2
Punjab Engineering College (Deemed to be University),Bachelor of Technology (B.Tech),Electrical Engineering,5,48,semester,USD 8000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",SAT Level II with minimum 1800 score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-357#Section2
Punjab Engineering College (Deemed to be University),Bachelor of Technology (B.Tech),Electronics and Communication Engineering,10,48,semester,USD 8000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",SAT Level II with minimum 1800 score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-357#Section2
Punjab Engineering College (Deemed to be University),Bachelor of Technology (B.Tech),Mechanical Engineering,5,48,semester,USD 8000,USD 10000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",SAT Level II with minimum 1800 score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-357#Section2
"Punjabi University, Patiala, Punjab",Bachelor of Technology (B.Tech),Civil Engineering,18,48,semester,USD 2900,USD 4700,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score And 10+2 in English with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0279#Section2
"Punjabi University, Patiala, Punjab",Bachelor of Technology (B.Tech),Computer Engineering,18,48,semester,USD 2900,USD 4700,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score And 10+2 in English with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0279#Section2
"Punjabi University, Patiala, Punjab",Bachelor of Technology (B.Tech),Electronics and Communication Engineering,12,48,semester,USD 2900,USD 4700,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score And 10+2 in English with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0279#Section2
"Punjabi University, Patiala, Punjab",Bachelor of Technology (B.Tech),Mechanical Engineering,18,48,semester,USD 2900,USD 4700,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 45% score And 10+2 in English with minimum 45% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0279#Section2
"Punjabi University, Patiala, Punjab",Bachelor of Technology (B.Tech),Electronics & Computer Engineering,6,48,semester,USD 2900,USD 4700,( 10+2 in Chemistry with minimum 45% score And 10+2 in Physics with minimum 45% score And 10+2 in Mathematics with minimum 45% score And 10+2 in English with minimum 45% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0279#Section2
RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY,Bachelor of Technology (B.Tech),Chemical Engineering,8,48,semester,INR 200000,INR 250000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 75% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0253#Section2
RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY,Bachelor of Technology (B.Tech),Computer Science and Engineering,6,48,semester,INR 200000,INR 250000,( 10+2 in Chemistry with minimum 75% score And 10+2 in Physics with minimum 75% score And 10+2 in Mathematics with minimum 75% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0253#Section2
RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY,Bachelor of Technology (B.Tech),Electronics Engineering,6,48,semester,INR 200000,INR 250000,"( ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 75% score  ) )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0253#Section2
RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY,Bachelor of Technology (B.Tech),Environmental Engineering,2,8,semester,INR 133300,INR 133300,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 75% score )",JEE Advanced with minimum Valid score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0253#Section2
RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY,Bachelor of Technology (B.Tech),Information Technology,6,8,semester,INR 133300,INR 133300,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 75% score )",JEE Advanced with minimum Valid score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0253#Section2
RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY,Bachelor of Technology (B.Tech),Mathematics and Computing,6,8,semester,INR 133300,INR 133300,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 75% score )",JEE Advanced with minimum Valid score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0253#Section2
RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY,Bachelor of Technology (B.Tech),Petroleum Engineering,8,48,semester,INR 200000,INR 250000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 75% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0253#Section2
RASHTRIYA RAKSHA UNIVERSITY,Bachelor of Technology (B.Tech),Computer Science ( Specialization in Cyber Security) ,20,48,semester,USD 2000,USD 3700,( 10+2 in Computer Science with minimum 60% score Or 10+2 in Science with minimum 60% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-379#Section2
Rathinam Technical Campus,Bachelor of Technology (B.Tech),Information Technology,20,48,semester,USD 1200,USD 3500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-947#Section2
Shiv Nadar University,Bachelor of Technology (B.Tech),Chemical Engineering,3,48,semester,INR 1950000,INR 2710640,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 70% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0094#Section2
Shiv Nadar University,Bachelor of Technology (B.Tech),Civil Engineering,3,48,semester,INR 1950000,INR 2710640,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 70% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0094#Section2
Shiv Nadar University,Bachelor of Technology (B.Tech),Computer Science and Engineering,6,48,semester,INR 1950000,INR 2710640,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 70% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0094#Section2
Shiv Nadar University,Bachelor of Technology (B.Tech),Mechanical Engineering,6,48,semester,INR 1950000,INR 2710640,( 10+2 in Chemistry with minimum 70% score And 10+2 in English with minimum 70% score And 10+2 in Mathematics with minimum 70% score And 10+2 in Physics with minimum 70% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0094#Section2
Shiv Nadar University,Bachelor of Technology (B.Tech),Electrical and Computer Engineering,3,48,semester,INR 1950000,INR 2710640,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 70% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0094#Section2
Shoolini University of Biotechnology and Management Sciences,Bachelor of Technology (B.Tech),Automobile Engineering,15,48,semester,INR 337500,INR 482500,"( 10+2 in Physics, Chemistry and Biology (PCB) with minimum 55% score And 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-363#Section2
Shoolini University of Biotechnology and Management Sciences,Bachelor of Technology (B.Tech),Bioinformatics,15,48,semester,INR 337500,INR 482500,"( 10+2 in Physics, Chemistry and Biology (PCB) with minimum 55% score And 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-363#Section2
Shoolini University of Biotechnology and Management Sciences,Bachelor of Technology (B.Tech),Biotechnology,60,48,semester,INR 337500,INR 482500,"( 10+2 in Physics, Chemistry and Biology (PCB) with minimum 55% score And 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-363#Section2
Shoolini University of Biotechnology and Management Sciences,Bachelor of Technology (B.Tech),Civil Engineering,15,48,semester,INR 309000,INR 454000,"( 10+2 in Physics, Chemistry and Biology (PCB) with minimum 55% score Or 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-363#Section2
Shoolini University of Biotechnology and Management Sciences,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Artificial Intelligence and Machine Learning),15,48,semester,INR 409000,INR 554000,"( 10+2 in Physics, Chemistry and Biology (PCB) with minimum 55% score And 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-363#Section2
